"game_title","publisher","platform","release_year","global_sales","year","market_share_pct","publisher_global_sales","game_count","avg_sales_per_game"
"Resistance 2","Sony Computer Entertainment","PS3",2008,2.48,2008,4.5553349076857,33.95,52,0.652884615384615
"Pure","Disney Interactive Studios","X360",2008,2.48,2008,3.00289823958781,22.38,36,0.621666666666667
"Tomb Raider: The Last Revelation","Eidos Interactive","PS",1998,2.48,1998,3.8476046774802,11.22,11,1.02
"NBA 2K13","Take-Two Interactive","PS3",2012,2.48,2012,5.06632233830262,21.58,28,0.770714285714286
"NBA 2K14","Take-Two Interactive","X360",2013,2.47,2013,12.9842465074804,52.42,17,3.08352941176471
"Mario Party 4","Nintendo","GC",2002,2.47,2002,11.5390064223649,48.87,23,2.12478260869565
"uDraw Studio","THQ","Wii",2010,2.46,2010,3.5397417854739,23.14,60,0.385666666666667
"Midnight Club: Los Angeles","Take-Two Interactive","PS3",2008,2.45,2008,6.19632889652211,46.18,41,1.12634146341463
"Final Fantasy V","SquareSoft","SNES",1992,2.45,1992,4.14998179832545,3.42,2,1.71
"Final Fantasy Tactics","SquareSoft","PS",1997,2.45,1997,3.01866329251209,6.68,8,0.835
"Twisted Metal 2","Sony Computer Entertainment","PS",1996,2.44,1996,16.8253245274425,36.94,38,0.972105263157895
"Halo: Combat Evolved Anniversary","Microsoft Game Studios","X360",2011,2.44,2011,3.75104340567613,21.57,12,1.7975
"Need for Speed Carbon: Own the City","Electronic Arts","PSP",2006,2.44,2006,10.500772908653,58.42,103,0.567184466019418
"The Sims: Bustin' Out","Electronic Arts","PS2",2003,2.43,2003,17.2986075041429,69.94,88,0.794772727272727
"Riven: The Sequel to Myst","Red Orb","PC",1997,2.43,1997,1.09810655700664,2.43,1,2.43
"Tom Clancy's Rainbow Six: Vegas 2","Ubisoft","X360",2008,2.42,2008,8.39416058394161,62.56,125,0.50048
"Sonic Adventure","Sega","DC",1998,2.42,1998,1.70090188950996,4.96,17,0.291764705882353
"Ice Hockey","Nintendo","NES",1988,2.42,1988,68.2013849897062,36.44,6,6.07333333333333
"pro evolution soccer 2011","Konami Digital Entertainment","PS3",2010,2.42,2010,2.83760631463012,18.55,68,0.272794117647059
"Dragon Ball Z: Budokai 2","Atari","PS2",2003,2.41,2003,4.67215750290619,18.89,45,0.419777777777778
"ATV Offroad Fury","Sony Computer Entertainment","PS2",2001,2.41,2001,12.640134529148,45.1,41,1.1
"Dino Crisis","Capcom","PS",1998,2.41,1998,2.2255752546209,6.49,13,0.499230769230769
"Minecraft","Microsoft Game Studios","XOne",2014,2.41,2014,2.77113291224298,10.31,9,1.14555555555556
"Need for Speed: ProStreet","Electronic Arts","PS2",2007,2.41,2007,11.0537396462435,71.93,112,0.642232142857143
"Madden NFL 16","Electronic Arts","XOne",2015,2.4,2015,15.7735718006598,45.42,32,1.419375
"Tetris Plus","JVC","PS",1996,2.4,1996,1.13413800956502,2.49,3,0.83
"Pro Wrestling","Nintendo","NES",1987,2.4,1987,49.055829228243,11.95,4,2.9875
"Theme Hospital","Electronic Arts","PC",1997,2.4,1997,10.5110940394957,23.26,26,0.894615384615385
"Need for Speed (2015)","Electronic Arts","PS4",2015,2.39,2015,15.7735718006598,45.42,32,1.419375
"Zumba Fitness","505 Games","X360",2010,2.39,2010,2.24255032735728,14.66,27,0.542962962962963
"Monopoly","Hasbro Interactive","PC",1994,2.39,1994,2.45228811820234,2.39,1,2.39
"Batman: Arkham Origins","Warner Bros. Interactive Entertainment","PS3",2013,2.39,2013,7.8148221539681,31.55,38,0.830263157894737
"Dead Island","Deep Silver","X360",2011,2.39,2011,1.17035336672231,6.73,15,0.448666666666667
"Guitar Hero","RedOctane","PS2",2005,2.38,2005,0.4804957932103,2.45,2,1.225
"LEGO Star Wars: The Complete Saga","LucasArts","PS3",2007,2.38,2007,2.8736956956034,18.7,11,1.7
"Kinect: Disneyland Adventures","Microsoft Game Studios","X360",2011,2.38,2011,3.75104340567613,21.57,12,1.7975
"WCW/nWo Revenge","THQ","N64",1998,2.38,1998,4.58832001646034,13.38,13,1.02923076923077
"Bloodborne","Sony Computer Entertainment","PS4",2015,2.38,2015,3.87914568501476,11.17,12,0.930833333333333
"NBA 2K15","Take-Two Interactive","PS4",2014,2.38,2014,8.13331541459481,30.26,15,2.01733333333333
"Madden NFL 11","Electronic Arts","PS3",2010,2.38,2010,12.4502845254849,81.39,89,0.914494382022472
"Yu-Gi-Oh! The Duelists of the Roses","Konami Digital Entertainment","PS2",2001,2.38,2001,6.13508968609865,21.89,39,0.561282051282051
"Madden NFL 08","Electronic Arts","X360",2007,2.37,2007,11.0537396462435,71.93,112,0.642232142857143
"Half-Life 2","Vivendi Games","PC",2004,2.37,2004,1.52396411019433,6.76,18,0.375555555555556
"The Incredibles","THQ","PS2",2004,2.37,2004,7.29518914288291,32.36,53,0.610566037735849
"Tony Hawk's Underground 2","Activision","PS2",2004,2.37,2004,8.85973217908833,39.3,48,0.81875
"Madden NFL 10","Electronic Arts","PS3",2009,2.37,2009,11.9891348032762,86.51,115,0.752260869565217
"Kinect Sports: Season Two","Microsoft Game Studios","X360",2011,2.36,2011,3.75104340567613,21.57,12,1.7975
"Kirby's Dream Land 2","Nintendo","GB",1995,2.36,1995,16.6208035222895,18.12,12,1.51
"LEGO Harry Potter: Years 1-4","Warner Bros. Interactive Entertainment","DS",2010,2.35,2010,2.38175365599951,15.57,33,0.471818181818182
"Donkey Kong Land II","Nintendo","GB",1996,2.35,1996,33.8237303575495,74.26,20,3.713
"Dragon Warrior Monsters","Eidos Interactive","GB",1998,2.35,1998,3.8476046774802,11.22,11,1.02
"Midnight Club: Los Angeles","Take-Two Interactive","X360",2008,2.35,2008,6.19632889652211,46.18,41,1.12634146341463
"Skylanders SWAP Force","Activision","Wii",2013,2.34,2013,11.2355097592391,45.36,48,0.945
"WWE SmackDown vs Raw 2008","THQ","PS2",2007,2.34,2007,5.19724002274369,33.82,75,0.450933333333333
"My Fitness Coach","Ubisoft","Wii",2008,2.34,2008,8.39416058394161,62.56,125,0.50048
"Resident Evil - Code: Veronica X","Capcom","PS2",2001,2.34,2001,2.51961883408072,8.99,13,0.691538461538462
"The Sims 3","Electronic Arts","X360",2010,2.33,2010,12.4502845254849,81.39,89,0.914494382022472
"The Legend of Zelda: Majora's Mask 3D","Nintendo","3DS",2015,2.32,2015,9.70307345025178,27.94,36,0.776111111111111
"NBA 2K16","Take-Two Interactive","XOne",2015,2.32,2015,5.21965619031082,15.03,17,0.884117647058824
"Just Dance Kids","Ubisoft","Wii",2010,2.32,2010,6.60374472251117,43.17,82,0.526463414634146
"Mario Tennis","Nintendo","N64",2000,2.32,2000,14.5921311201238,34.9,25,1.396
"Grand Theft Auto","Take-Two Interactive","PS",1997,2.32,1997,1.22915631072349,2.72,3,0.906666666666667
"James Bond 007: Everything or Nothing","Electronic Arts","PS2",2004,2.31,2004,15.3005094909599,67.87,87,0.780114942528736
"WarioWare Touched!","Nintendo","DS",2004,2.31,2004,13.9320979304748,61.8,60,1.03
"Need For Speed: High Stakes","Electronic Arts","PS",1999,2.31,1999,10.3884864414386,32.41,37,0.875945945945946
"Chrono Trigger","SquareSoft","SNES",1995,2.31,1995,4.67804072647221,5.1,4,1.275
"Cool Boarders 3","989 Studios","PS",1998,2.31,1998,2.73310243132952,7.97,7,1.13857142857143
"LEGO Marvel Super Heroes","Warner Bros. Interactive Entertainment","X360",2013,2.3,2013,7.8148221539681,31.55,38,0.830263157894737
"Guild Wars 2","NCSoft","PC",2012,2.3,2012,0.539969479985914,2.3,1,2.3
"Pokemon Ranger: Shadows of Almia","Nintendo","DS",2008,2.3,2008,12.4731644482611,92.96,35,2.656
"Dead Island","Deep Silver","PS3",2011,2.29,2011,1.17035336672231,6.73,15,0.448666666666667
"Tomb Raider II","Eidos Interactive","PC",1997,2.29,1997,6.19549008088933,13.71,6,2.285
"God of War: Ascension","Sony Computer Entertainment","PS3",2013,2.29,2013,3.25720796591697,13.15,15,0.876666666666667
"Need for Speed Underground 2","Electronic Arts","XB",2004,2.28,2004,15.3005094909599,67.87,87,0.780114942528736
"Pro Evolution Soccer 2010","Konami Digital Entertainment","PS3",2009,2.28,2009,2.22985988885347,16.09,59,0.27271186440678
"Just Dance 2015","Ubisoft","Wii",2014,2.28,2014,11.2807418357748,41.97,46,0.912391304347826
"Yokai Watch Busters","Level 5","3DS",2015,2.28,2015,0.802222608091683,2.31,2,1.155
"Mario Bros.","Nintendo","NES",1983,2.28,1983,29.2033040234479,10.96,6,1.82666666666667
"FIFA Soccer 09","Electronic Arts","PS2",2008,2.28,2008,12.2115178188064,91.01,129,0.705503875968992
"Star Wars: The Force Unleashed","LucasArts","PS3",2008,2.28,2008,2.4339845427222,18.14,14,1.29571428571429
"Borderlands 2","Take-Two Interactive","PS3",2012,2.28,2012,5.06632233830262,21.58,28,0.770714285714286
"TOCA Touring Car Championship","Codemasters","PS",1997,2.28,1997,1.07551177188305,2.38,2,1.19
"Paper Mario: Sticker Star","Nintendo","3DS",2012,2.27,2012,14.3279727667567,61.03,39,1.56487179487179
"Sonic's Ultimate Genesis Collection","Sega","PS3",2009,2.27,2009,3.50485746358635,25.29,45,0.562
"Super Monkey Ball: Banana Blitz","Sega","Wii",2006,2.27,2006,3.14555847143833,17.5,52,0.336538461538462
"Kirby: Nightmare in Dream Land","Nintendo","GBA",2002,2.27,2002,11.5390064223649,48.87,23,2.12478260869565
"Wario Land 4","Nintendo","GBA",2001,2.26,2001,14.1115470852018,50.35,26,1.93653846153846
"Guitar Hero III: Legends of Rock","Activision","PS3",2007,2.26,2007,10.3791126888264,67.54,84,0.804047619047619
"Resident Evil 4","Capcom","Wii",2007,2.26,2007,1.7534153950179,11.41,20,0.5705
"Minecraft","Sony Computer Entertainment Europe","PSV",2014,2.25,2014,1.77395511356001,6.6,4,1.65
"Onimusha 2: Samurai's Destiny","Capcom","PS2",2002,2.25,2002,2.73422742727616,11.58,23,0.503478260869565
"Cool Boarders 2","UEP Systems","PS",1997,2.25,1997,1.01676533056171,2.25,1,2.25
"Paper Mario: The Thousand-Year Door","Nintendo","GC",2004,2.25,2004,13.9320979304748,61.8,60,1.03
"Madden NFL 12","Electronic Arts","PS3",2011,2.25,2011,12.6582498608792,72.79,77,0.945324675324675
"Monster Hunter Tri","Nintendo","Wii",2009,2.25,2009,18.4264866887481,132.96,39,3.40923076923077
"Dissidia: Final Fantasy","Square Enix","PSP",2008,2.25,2008,1.52962644911979,11.4,27,0.422222222222222
"Sonic Advance","Sega","GBA",2001,2.24,2001,1.93105381165919,6.89,12,0.574166666666667
"Spyro: Season of Ice","Vivendi Games","GBA",2001,2.23,2001,1.1042600896861,3.94,4,0.985
"Teenage Mutant Ninja Turtles II: The Arcade Game","Konami Digital Entertainment","NES",1990,2.23,1990,4.18151134445903,2.23,1,2.23
"LEGO Indiana Jones: The Original Adventures","Activision","DS",2008,2.23,2008,9.13348003434951,68.07,92,0.739891304347826
"Dance Dance Revolution X2","Konami Digital Entertainment","PS2",2009,2.23,2009,2.22985988885347,16.09,59,0.27271186440678
"New Super Luigi U","Nintendo","WiiU",2013,2.22,2013,13.6629347072228,55.16,28,1.97
"Prince of Persia: The Sands of Time","Ubisoft","PS2",2003,2.22,2003,4.42234918750464,17.88,53,0.337358490566038
"Scribblenauts","Warner Bros. Interactive Entertainment","DS",2009,2.22,2009,1.97070277311972,14.22,29,0.490344827586207
"The Legend of Zelda: Link's Awakening DX","Nintendo","GB",1998,2.22,1998,16.8032646342718,49,18,2.72222222222222
"Need for Speed: Hot Pursuit","Electronic Arts","X360",2010,2.22,2010,12.4502845254849,81.39,89,0.914494382022472
"BioShock 2","Take-Two Interactive","X360",2010,2.21,2010,5.48246955883253,35.84,35,1.024
"Assassin's Creed IV: Black Flag","Ubisoft","XOne",2013,2.21,2013,6.82403646091351,27.55,30,0.918333333333333
"Devil May Cry 3: Dante's Awakening Special Edition","Capcom","PS2",2006,2.21,2006,2.44095337383614,13.58,32,0.424375
"Rock Band 2","Electronic Arts","X360",2008,2.2,2008,12.2115178188064,91.01,129,0.705503875968992
"Frogger","Parker Bros.","2600",1981,2.2,1981,7.770818835537,3.35,3,1.11666666666667
"Guitar Hero II","Activision","X360",2007,2.2,2007,10.3791126888264,67.54,84,0.804047619047619
"Wario Land 3","Nintendo","GB",2000,2.2,2000,14.5921311201238,34.9,25,1.396
"Pro Yakyuu Family Stadium","Namco Bandai Games","NES",1986,2.2,1986,12.992125984252,5.28,2,2.64
"Sonic Unleashed","Sega","Wii",2008,2.2,2008,5.13095749248605,38.24,76,0.503157894736842
"High School Musical: Makin' the Cut!","Disney Interactive Studios","DS",2007,2.2,2007,2.58786286170916,16.84,28,0.601428571428571
"Pro Evolution Soccer 2012","Konami Digital Entertainment","PS3",2011,2.19,2011,2.06072621035058,11.85,46,0.257608695652174
"Saints Row","THQ","X360",2006,2.19,2006,4.63385699392458,25.78,63,0.409206349206349
"Star Wars: Knights of the Old Republic","Activision","XB",2003,2.19,2003,5.29049491726645,21.39,35,0.611142857142857
"Kirby's Pinball Land","Nintendo","GB",1992,2.19,1992,48.4285887634996,39.91,13,3.07
"Donkey Kong Country","Nintendo","GB",2000,2.19,2000,14.5921311201238,34.9,25,1.396
"Hitman: Absolution","Square Enix","PS3",2012,2.19,2012,3.23277379974175,13.77,14,0.983571428571429
"Yu-Gi-Oh: Duel Monsters 4","Konami Digital Entertainment","GB",2000,2.18,2000,3.54141405694694,8.47,31,0.273225806451613
"ATV Offroad Fury 2","THQ","PS2",2002,2.18,2002,6.51445032111825,27.59,58,0.475689655172414
"Forza Motorsport 5","Microsoft Game Studios","XOne",2013,2.18,2013,4.05974437729119,16.39,8,2.04875
"Madden NFL 25","Electronic Arts","X360",2013,2.18,2013,13.2889131080947,53.65,46,1.16630434782609
"Pokemon Ranger","Nintendo","DS",2006,2.18,2006,37.3890067225078,208.01,61,3.41
"Mario & Luigi: Superstar Saga","Nintendo","GBA",2003,2.17,2003,9.96759911948752,40.3,31,1.3
"Final Fantasy XIII","Square Enix","X360",2010,2.17,2010,3.63764302759591,23.78,30,0.792666666666667
"Star Wars: Rogue Squadron","Nintendo","N64",1998,2.17,1998,16.8032646342718,49,18,2.72222222222222
"Tennis","Nintendo","NES",1984,2.17,1984,83.9815668202765,45.56,9,5.06222222222222
"The Sims: House Party","Electronic Arts","PC",2001,2.16,2001,12.6485426008969,45.13,44,1.02568181818182
"Your Shape featuring Jenny McCarthy","Ubisoft","Wii",2009,2.16,2009,7.44903474368391,53.75,120,0.447916666666667
"Syphon Filter 2","Sony Computer Entertainment","PS",2000,2.15,2000,12.3552284985575,29.55,38,0.777631578947368
"Tom Clancy's Rainbow Six: Siege","Ubisoft","PS4",2015,2.15,2015,4.55981941309255,13.13,36,0.364722222222222
"Volleyball","Nintendo","NES",1987,2.15,1987,49.055829228243,11.95,4,2.9875
"FIFA 15","Electronic Arts","XOne",2014,2.15,2014,13.4336782690499,49.98,41,1.2190243902439
"Call of Duty: Roads to Victory","Activision","PSP",2007,2.14,2007,10.3791126888264,67.54,84,0.804047619047619
"Super Mario RPG: Legend of the Seven Stars","Nintendo","SNES",1996,2.14,1996,33.8237303575495,74.26,20,3.713
"Mahjong","Nintendo","NES",1983,2.14,1983,29.2033040234479,10.96,6,1.82666666666667
"R.C. Pro-Am","Nintendo","NES",1988,2.14,1988,68.2013849897062,36.44,6,6.07333333333333
"SimCity 2000","Maxis","PC",1992,2.14,1992,2.59677223637908,2.14,1,2.14
"Demon Attack","Imagic","2600",1981,2.13,1981,11.1807005335189,4.82,4,1.205
"Dance Dance Revolution Extreme","Konami Digital Entertainment","PS2",2004,2.13,2004,4.55385725235583,20.2,42,0.480952380952381
"Tetris DS","Nintendo","DS",2006,2.13,2006,37.3890067225078,208.01,61,3.41
"Final Fantasy Tactics Advance","SquareSoft","GBA",2003,2.13,2003,0.526823477034948,2.13,1,2.13
"Far Cry: Primal","Ubisoft","PS4",2016,2.13,2016,12.5420443532296,22,37,0.594594594594595
"Toy Story 3: The Video Game","Disney Interactive Studios","DS",2010,2.12,2010,3.17720124824084,20.77,37,0.561351351351351
"Final Fantasy III","Square Enix","DS",2006,2.12,2006,2.44814322177086,13.62,13,1.04769230769231
"Kirby's Epic Yarn","Nintendo","Wii",2010,2.12,2010,10.0394664382304,65.63,38,1.72710526315789
"Project Gotham Racing","Microsoft Game Studios","XB",2001,2.12,2001,3.78082959641256,13.49,10,1.349
"Golf","Nintendo","GB",1989,2.12,1989,83.2095870782858,63.88,9,7.09777777777778
"NBA 2K12","Take-Two Interactive","PS3",2011,2.11,2011,3.13543405676127,18.03,31,0.581612903225806
"Borderlands","Take-Two Interactive","PS3",2009,2.11,2009,3.44526518563687,24.86,44,0.565
"Tony Hawk's Pro Skater","Activision","N64",2000,2.11,2000,6.16716143329013,14.75,14,1.05357142857143
"PES 2009: Pro Evolution Soccer","Konami Digital Entertainment","PS3",2008,2.11,2008,3.73282524688708,27.82,64,0.4346875
"Need for Speed: Hot Pursuit 2","Electronic Arts","PS2",2002,2.11,2002,17.2388553078957,73.01,88,0.829659090909091
"Mario Sports Mix","Nintendo","Wii",2010,2.11,2010,10.0394664382304,65.63,38,1.72710526315789
"Dynasty Warriors 4","Tecmo Koei","PS2",2003,2.11,2003,1.03386015681037,4.18,9,0.464444444444444
"Mortal Kombat","Warner Bros. Interactive Entertainment","X360",2011,2.11,2011,4.35795770728993,25.06,21,1.19333333333333
"Parasite Eve","SquareSoft","PS",1998,2.1,1998,2.29416000823017,6.69,8,0.83625
"Scooby-Doo! Night of 100 Frights","THQ","PS2",2002,2.1,2002,6.51445032111825,27.59,58,0.475689655172414
"Project Gotham Racing (JP weekly sales)","Microsoft Game Studios","XB",2002,2.1,2002,1.64336985266339,6.96,20,0.348
"Need for Speed: Most Wanted 5-1-0","Electronic Arts","PSP",2005,2.1,2005,13.224420953539,67.43,119,0.566638655462185
"Portal 2","Valve Software","X360",2011,2.1,2011,0.497356705620479,2.86,2,1.43
"Devil May Cry 3: Dante's Awakening","Capcom","PS2",2005,2.09,2005,2.79275922257742,14.24,30,0.474666666666667
"Derby Stallion","ASCII Entertainment","PS",1997,2.09,1997,1.7397984545167,3.85,7,0.55
"Dead Rising","Capcom","X360",2006,2.09,2006,2.44095337383614,13.58,32,0.424375
"Finding Nemo","THQ","PS2",2003,2.09,2003,7.83062501545843,31.66,68,0.465588235294118
"NBA 2K11","Take-Two Interactive","X360",2010,2.09,2010,5.48246955883253,35.84,35,1.024
"Wipeout: The Game","Mindscape","Wii",2009,2.09,2009,0.483667558241058,3.49,13,0.268461538461538
"The Sims 2: Pets","Electronic Arts","DS",2006,2.09,2006,10.500772908653,58.42,103,0.567184466019418
"Battlefield: Hardline","Electronic Arts","PS4",2015,2.09,2015,15.7735718006598,45.42,32,1.419375
"Metal Gear Solid: Peace Walker","Konami Digital Entertainment","PSP",2010,2.09,2010,2.83760631463012,18.55,68,0.272794117647059
"World of Warcraft: Cataclysm","Activision","PC",2010,2.08,2010,10.7737257541455,70.43,98,0.718673469387755
"Tetris Worlds","THQ","PS2",2002,2.08,2002,6.51445032111825,27.59,58,0.475689655172414
"Need For Speed: Undercover","Electronic Arts","PS3",2008,2.08,2008,12.2115178188064,91.01,129,0.705503875968992
"Dance Dance Revolution: Hottest Party","Konami Digital Entertainment","Wii",2007,2.08,2007,2.64625881702088,17.22,62,0.277741935483871
"Mario Party 5","Nintendo","GC",2003,2.08,2003,9.96759911948752,40.3,31,1.3
"Ghostbusters: The Video Game (DS Version)","Take-Two Interactive","PS3",2010,2.08,2010,5.48246955883253,35.84,35,1.024
"Sim Theme Park","Electronic Arts","PC",1998,2.08,1998,10.9186927745962,31.84,34,0.936470588235294
"Warcraft: Orcs & Humans","Activision","PC",1994,2.08,1994,2.13420890621794,2.08,1,2.08
"Skate 3","Electronic Arts","PS3",2010,2.08,2010,12.4502845254849,81.39,89,0.914494382022472
"Spec Ops: Airborne Commando","Take-Two Interactive","PS",2002,2.07,2002,4.79316207026823,20.3,9,2.25555555555556
"Kingdom Hearts: Birth by Sleep","Square Enix","PSP",2010,2.07,2010,3.63764302759591,23.78,30,0.792666666666667
"UFC 2009 Undisputed","THQ","X360",2009,2.07,2009,4.56088806352814,32.91,78,0.421923076923077
"Dark Souls","Namco Bandai Games","PS3",2011,2.07,2011,3.83973288814691,22.08,76,0.290526315789474
"Yu-Gi-Oh! The Eternal Duelist Soul","Konami Digital Entertainment","GBA",2001,2.07,2001,6.13508968609865,21.89,39,0.561282051282051
"Need for Speed: ProStreet","Electronic Arts","X360",2007,2.06,2007,11.0537396462435,71.93,112,0.642232142857143
"The Sims 3","Electronic Arts","PS3",2010,2.06,2010,12.4502845254849,81.39,89,0.914494382022472
"Tom Clancy's Splinter Cell: Conviction","Ubisoft","X360",2010,2.06,2010,6.60374472251117,43.17,82,0.526463414634146
"Pokemon Mystery Dungeon: Red/Blue Rescue Team","Nintendo","GBA",2005,2.06,2005,25.98795818706,132.51,52,2.54826923076923
"The Incredibles","THQ","GBA",2004,2.06,2004,7.29518914288291,32.36,53,0.610566037735849
"R4: Ridge Racer Type 4","Namco Bandai Games","PS",1998,2.06,1998,2.00953328075169,5.86,9,0.651111111111111
"SoulCalibur II","Namco Bandai Games","PS2",2003,2.06,2003,2.58712374168336,10.46,23,0.454782608695652
"Mario & Luigi: Dream Team","Nintendo","3DS",2013,2.06,2013,13.6629347072228,55.16,28,1.97
"Need for Speed: ProStreet","Electronic Arts","PS3",2007,2.05,2007,11.0537396462435,71.93,112,0.642232142857143
"Carnival Games","Take-Two Interactive","DS",2008,2.05,2008,6.19632889652211,46.18,41,1.12634146341463
"NBA 2K14","Take-Two Interactive","PS3",2013,2.05,2013,12.9842465074804,52.42,17,3.08352941176471
"Pokémon Mystery Dungeon: Blue Rescue Team","Nintendo","DS",2005,2.05,2005,25.98795818706,132.51,52,2.54826923076923
"Sonic Mega Collection","Infogrames","GC",2002,2.05,2002,2.21241027578391,9.37,25,0.3748
"Diablo III","Activision","PS3",2013,2.05,2013,11.2355097592391,45.36,48,0.945
"NBA Jam","Arena Entertainment","GEN",1992,2.05,1992,5.72746025967722,4.72,2,2.36
"PGR4 - Project Gotham Racing 4","Microsoft Game Studios","X360",2007,2.05,2007,4.2260230817697,27.5,22,1.25
"Kingdom Hearts 358/2 Days","Square Enix","DS",2009,2.04,2009,1.567415496764,11.31,21,0.538571428571429
"Dance Central 2","Microsoft Game Studios","X360",2011,2.04,2011,3.75104340567613,21.57,12,1.7975
"Rayman Raving Rabbids: TV Party","Ubisoft","Wii",2008,2.04,2008,8.39416058394161,62.56,125,0.50048
"SOCOM: U.S. Navy SEALs: Combined Assault","Sony Computer Entertainment","PS2",2006,2.04,2006,6.21742100154582,34.59,56,0.617678571428571
"Peter Jackson's King Kong: The Official Game of the Movie","Ubisoft","PS2",2005,2.04,2005,3.51448351605248,17.92,61,0.293770491803279
"Donkey Kong Country","Nintendo","GBA",2003,2.04,2003,9.96759911948752,40.3,31,1.3
"Need for Speed: The Run","Electronic Arts","PS3",2011,2.04,2011,12.6582498608792,72.79,77,0.945324675324675
"Madden NFL 15","Electronic Arts","PS4",2014,2.03,2014,13.4336782690499,49.98,41,1.2190243902439
"1080°: TenEighty Snowboarding","Nintendo","N64",1998,2.03,1998,16.8032646342718,49,18,2.72222222222222
"Just Dance 3","Ubisoft","X360",2011,2.03,2011,8.46028102392877,48.65,91,0.534615384615385
"NBA Live 2004","Electronic Arts","PS2",2003,2.03,2003,17.2986075041429,69.94,88,0.794772727272727
"Dead Space","Electronic Arts","PS3",2008,2.02,2008,12.2115178188064,91.01,129,0.705503875968992
"Call of Duty 2","Activision","X360",2005,2.02,2005,7.63105767910726,38.91,77,0.505324675324675
"Madden NFL 15","Electronic Arts","X360",2014,2.02,2014,13.4336782690499,49.98,41,1.2190243902439
"Forza Horizon","Microsoft Game Studios","X360",2012,2.02,2012,3.59901396877568,15.33,7,2.19
"TouchMaster","Midway Games","DS",2007,2.01,2007,1.24475588953944,8.1,17,0.476470588235294
"Tom Clancy's The Division","Ubisoft","XOne",2016,2.01,2016,12.5420443532296,22,37,0.594594594594595
"LEGO Marvel Super Heroes","Warner Bros. Interactive Entertainment","PS3",2013,2,2013,7.8148221539681,31.55,38,0.830263157894737
"Fire Emblem: Awakening","Nintendo","3DS",2012,2,2012,14.3279727667567,61.03,39,1.56487179487179
"DriveClub","Sony Computer Entertainment","PS4",2014,2,2014,5.34605563768311,19.89,17,1.17
"Super Street Fighter II","Nintendo","SNES",1993,2,1993,35.5489301999298,20.27,10,2.027
"Mortal Kombat vs. DC Universe","Midway Games","PS3",2008,2,2008,1.78724774581365,13.32,18,0.74
"Tenchu: Stealth Assassins","Activision","PS",1997,1.99,1997,1.26982692394595,2.81,4,0.7025
"Tennis","Nintendo","GB",1989,1.99,1989,83.2095870782858,63.88,9,7.09777777777778
"Harry Potter and the Chamber of Secrets","Electronic Arts","GBA",2002,1.99,2002,17.2388553078957,73.01,88,0.829659090909091
"Harry Potter and the Chamber of Secrets","Electronic Arts","PS",2002,1.98,2002,17.2388553078957,73.01,88,0.829659090909091
"SimCity","Nintendo","SNES",1991,1.98,1991,47.3325429756965,15.97,13,1.22846153846154
"Battlefield 4","Electronic Arts","XOne",2013,1.98,2013,13.2889131080947,53.65,46,1.16630434782609
"Resident Evil 6","Capcom","X360",2012,1.98,2012,3.60370935555816,15.35,28,0.548214285714286
"Dragon Age: Inquisition","Electronic Arts","PS4",2014,1.97,2014,13.4336782690499,49.98,41,1.2190243902439
"Sonic Classic Collection","Sega","DS",2010,1.97,2010,4.42697179220461,28.94,48,0.602916666666667
"Spyro: Enter the Dragonfly","Universal Interactive","PS2",2002,1.97,2002,2.06601813373631,8.75,14,0.625
"Call of Duty: World at War","Activision","Wii",2008,1.97,2008,9.13348003434951,68.07,92,0.739891304347826
"Devil May Cry 2","Capcom","PS2",2003,1.97,2003,2.93586604338255,11.87,40,0.29675
"Burnout Paradise","Electronic Arts","PS3",2008,1.97,2008,12.2115178188064,91.01,129,0.705503875968992
"E.T.: The Extra Terrestrial","Atari","2600",1981,1.97,1981,32.0343307817212,13.81,13,1.06230769230769
"BioShock Infinite","Take-Two Interactive","X360",2013,1.96,2013,12.9842465074804,52.42,17,3.08352941176471
"Hot Shots Golf: Open Tee","Sony Computer Entertainment","PSP",2004,1.96,2004,8.44717976464223,37.47,33,1.13545454545455
"Rad Racer","Nintendo","NES",1986,1.96,1986,43.4793307086614,17.67,8,2.20875
"Soccer","Nintendo","NES",1985,1.96,1985,92.7136596055515,50.77,8,6.34625
"Kirby Squeak Squad","Nintendo","DS",2006,1.96,2006,37.3890067225078,208.01,61,3.41
"Tom Clancy's Rainbow Six: Vegas","Ubisoft","X360",2006,1.96,2006,3.38282345328396,18.82,72,0.261388888888889
"Destiny","Activision","X360",2014,1.95,2014,12.0010751243112,44.65,45,0.992222222222222
"Crash Nitro Kart","Vivendi Games","PS2",2003,1.95,2003,3.81885187108902,15.44,33,0.467878787878788
"Grand Theft Auto: San Andreas","Take-Two Interactive","XB",2005,1.95,2005,5.15601404224441,26.29,41,0.641219512195122
"Star Wars: Dark Forces","LucasArts","PC",1994,1.95,1994,2.00082084957931,1.95,1,1.95
"NBA Street Vol. 2","Electronic Arts","PS2",2003,1.95,2003,17.2986075041429,69.94,88,0.794772727272727
"Def Jam Vendetta","Electronic Arts","PS2",2003,1.94,2003,17.2986075041429,69.94,88,0.794772727272727
"FIFA Soccer 09","Electronic Arts","X360",2008,1.94,2008,12.2115178188064,91.01,129,0.705503875968992
"Who wants to be a millionaire","Disney Interactive Studios","PC",1999,1.94,1999,0.621834732995705,1.94,1,1.94
